VideoID,Title,VideoDescription,PublishedDate,Likes,Disliked,Views,Comment
T8h_rKEtrdg,✈ Jak zamieszkać w dżungli i jak imprezować w Andach?,"❤ Współautorami serii z Ekwadoru jesteście Wy - Widzowie, Patroni,  Mecenasi, którzy wspierają nasze produkcje w serwisie Patronite. O co chodzi - możesz zobaczyć tutaj :)
↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓
https://patronite.pl/globstory

➤ Chodź na FB: https://www.facebook.com/globstory/
➤ Chodź na Instagrama: @globstory
➤ Centrum dowodzenia: http://globstory.pl/

___________

Diega znajdziecie tutaj :)
Będzie mu bardzo miło jeśli polajkujecie profil jego glampingu: https://www.facebook.com/junglerootsglamping/

___________

Mówisz w jakimś języku obcym? :-) Będzie nam bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: https://www.youtube.com/timedtext_cs_...
___________

Muzyka z filmu:
🎵 Better place - Spring gang
🎵 Backwards - Staffan Carlen
🎵 What do you want from me - OTE
🎵 Old Lullaby - Francis Wells



Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2019-10-04T22:54:56Z,6745,91,184438,482
RoKuW3eWHeA,Jak trafiliśmy do dżungli amazońskiej w Ekwadorze? [Q&A ],"❤ Współautorami serii z Ekwadoru jesteście Wy - Widzowie, Patroni,  Mecenasi, którzy wspierają nasze produkcje w serwisie Patronite. O co chodzi - możesz zobaczyć tutaj :)
↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓
https://patronite.pl/globstory

➤ Chodź na FB: https://www.facebook.com/globstory/
➤ Chodź na Instagrama: @globstory
➤ Centrum dowodzenia: http://globstory.pl/

___________

00:49 Jak zorganizować sobie wyprawę do dżungli?
03:49 O czym myśleliście zasypiając w dżungli?
04:20 Jakie różnice kulturowe między Wami a miejscowymi były największym wyzwaniem?
05:52 Oczekiwania vs rzeczywistość w Ekwadorze?
07:25 Opieka lekarska i ochrona przed komarami, wężami...?
09:11 Co was zaskoczyło i czy mogliście się lepiej przygotować?
10:53 Czy wybrałabyś/łbyś się sam w taką podróż?
11:52 Czy płakaliście?
11:54 Jak się przygotować do takiej wyprawy? Co zabrać?
14:28 Czy wrócilibyście na dłużej? Na np. pół roku?
14:52 Czy mieliście chwile duchowego uniesienia z powodu bycia w izolacji od świata zewnętrzego?
15:45 Co było zajzabawniejsze?
16:17 Jak psychika?
16:24 Czy warto było tam jechać?
17:07 Co to za papuga?
17:42 Ile będzie filmów z Ekwadoru?
18:10 Czy macie siebie czasem dosyć? :D
19:48 Jakie szczepienia trzeba zrobić przed wyjazdem?
20:37 Czy Rafał jest dla Ciebie ważną osobą w życiu?
20:46 Co z praniem majtek w dżungli?
21:17 Czy nie żałujecie, że pojechaliście tam gdy w Polsce są upały?
22:19 Czy za autobus się płaci i ILE KOSZTUJE wyprawa do dżungli?
23:52 Jak się czujecie?
24:25 Co Ci się stało w czoło? Skąd plaster?
24:45 Jak przeżyć taką przygodę?
27:30 Czego Wam brakuje z Polski?
28:05 Co jest najgorsze w byciu w dżungli?
29:00 Czy w przypadku zgubienia się w dżungli - las nas wyżywi? Będzie można przeżyć?
31:04 Czemu wybraliście Ekwador?
31:45 Czy dam radę?
32:22 Czy były pijawki?
32:51 Czy wszystko ok? Wyglądasz jakbyś wróciła z Wietnamu? :D













___________


Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2019-09-18T20:38:36Z,3825,85,101599,296
g_60op6X774,✈ Jak wygląda zwyczajne życie w DŻUNGLI AMAZOŃSKIEJ?,"❤ Współautorami serii z Ekwadoru jesteście Wy - Widzowie, Patroni,  Mecenasi, którzy wspierają nasze produkcje w serwisie Patronite. O co chodzi - możesz zobaczyć tutaj :)
↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓
https://patronite.pl/globstory

➤ Chodź na FB: https://www.facebook.com/globstory/
➤ Chodź na Instagrama: @globstory
➤ Centrum dowodzenia: http://globstory.pl/

___________

Dziękujemy Moi'emu i jego rodzinie za gościnę w swoim domu.
Znaleźć go możecie na Instagramie - @waponiamazon


#WaoraniResistance
___________

Mówisz w jakimś języku obcym? :-) Będzie nam bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: https://www.youtube.com/timedtext_cs_...
___________

Muzyka z filmu:
🎵 Are you happy - Ash Sculptures
🎵 No need to beg your pardon - Velvet Moon



Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2019-09-10T21:30:20Z,18992,356,663677,1239
QnyL6wbUhco,✈ To (nie) jest miejsce dla GRINGOS,"❤ Współautorami serii z Ekwadoru jesteście Wy - Widzowie, Patroni,  Mecenasi, którzy wspierają nasze produkcje w serwisie Patronite. O co chodzi - możesz zobaczyć tutaj :)
↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓
https://patronite.pl/globstory

➤ Chodź na FB: https://www.facebook.com/globstory/
➤ Chodź na Instagrama: @globstory
➤ Centrum dowodzenia: http://globstory.pl/

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: https://www.youtube.com/timedtext_cs_panel?c=UC4ADK57DRGhb6aVOF0Y7GLg&tab=2
___________

Muzyka z filmu:
🎵 Green grow the rushes-o
🎵 Chasing self - Polar nights
🎵 Bad habits - Jules Gaia
🎵 Small mysteries - Leimoti
🎵 Waddaya know - Ivy Rose Lyon
🎵 Just a spark - Sebastian Forslung


Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2019-08-29T08:17:23Z,9677,138,216840,717
nS0qtGriMDI,✈ Życie w dżungli i wśród wulkanów - EKWADOR [zwiastun serii],"❤ Współautorami serii z Ekwadoru jesteście Wy - Widzowie, Patroni,  Mecenasi, którzy wspierają nasze produkcje w serwisie Patronite. Jeśli podoba Ci się to co robimy i chcesz oglądać więcej i częściej - możesz nam pomóc - tutaj!
↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓
https://patronite.pl/globstory

➤ Chodź na FB: https://www.facebook.com/globstory/
➤ Chodź na Instagrama: @globstory
➤ Centrum dowodzenia: http://globstory.pl/

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_p...
___________

Muzykę w tym zwiastunie skleiłam z kilku piosenek z banku muzyki dla filmowców... Nie jest niestety ""znajdowalna"". A ja, poza Youtubem i używaniem jej w filmach - nie mam licencji na jej udostępnianie... :(


Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2019-08-09T22:58:33Z,6271,74,133265,536
nrrnu8aN2Nc,Co dalej z Globstory? - odcinek specjalny,"Twórzmy razem! Obejmij nas patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/",2019-05-13T10:10:56Z,12753,223,250067,1130
5h0CZYqY4SQ,✈ Beduini 2.0 i prawdziwy Jack Sparrow,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/
___________

Seria z Jordanii powstała dzięki patronatowi KAYAK.PL 
#globstoryKAYAK #Jordania

BARDZO DZIĘKUJĘ za przyjęcie nas do #KAYAKTravelPro

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_p...
___________


Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2019-04-29T15:25:41Z,7749,111,211152,600
_aFMi0x3cDw,✈  Pogapmy się na ludzi - [Odc. 10 JORDANIA],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/
___________

Seria z Jordanii powstała dzięki patronatowi KAYAK.PL 
#globstoryKAYAK 

BARDZO DZIĘKUJĘ za przyjęcie mnie do #KAYAKTravelPro
___________

Muzyka z filmu:
Zespół DIKANDA - https://www.youtube.com/user/DikandaTV

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_p...
___________


Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2019-04-16T13:38:38Z,4807,44,87124,404
9Iu8EPKVXDo,🚀 Rzucić wszystko i polecieć na Marsa! (gośc. Astrofaza),"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/
___________

►  Astrofaza - https://www.youtube.com/user/Astrofaza

___________

Seria z Marsa (Jordanii) powstała dzięki patronatowi KAYAK.PL 
#globstoryKAYAK 

BARDZO DZIĘKUJĘ za przyjęcie mnie do #KAYAKTravelPro
___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu. Język polski również mile widziany!
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_p...
___________

Muzyka z filmu pochodzi z banku muzyki dla filmowców... Jeśli nie jest opisana w filmie - oznacza to, że jej tytuł wyglądał mniej więcej tak: Small Ethno 5.


▷ Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2019-04-02T07:00:07Z,6123,282,106784,601
a8Y3xcJU-2M,NIEPORADNIK - Jak edytuję zdjęcia na telefonie? [+ KONKURS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/
___________

Partnerem odcinka i sponsorem nagród w konkursie jest #HTC

REGULAMIN KONKURSU:
https://globstory.pl/zimowy-konkurs-z-htc/

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_panel?c=UC4ADK57DRGhb6aVOF0Y7GLg&tab=2
___________",2019-01-28T09:20:38Z,2182,45,53770,175
8VOKUSfnriY,✈ Jak wygląda zwyczajne życie w Gambii?,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/
___________

Seria z Gambii powstała dzięki patronatowi KAYAK.PL 
#globstoryKAYAK 

BARDZO DZIĘKUJĘ za przyjęcie mnie do #KAYAKTravelPro
___________

Strona Dominika Skurzaka: https://www.facebook.com/wycieczkidoafryki/
Dzięki za pomoc i wsparcie merytoryczne!

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_panel?c=UC4ADK57DRGhb6aVOF0Y7GLg&tab=2
___________


Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2019-01-09T09:49:37Z,17868,467,687058,1770
iebOgSBw8Ec,"✈ Ja kontra Gambia, i cukierki","Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/
___________

Seria z Gambii powstała dzięki patronatowi KAYAK.PL 
#globstoryKAYAK 

BARDZO DZIĘKUJĘ za przyjęcie mnie do #KAYAKTravelPro
___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_p...
___________


Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2018-12-20T19:31:28Z,10346,200,304091,888
x39MjqWXwMs,✈ Pogapmy się na ludzi [odc. 9 - Gambia],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/
___________

Seria z Gambii powstała dzięki patronatowi KAYAK.PL 
#globstoryKAYAK 

BARDZO DZIĘKUJĘ za przyjęcie mnie do #KAYAKTravelPro
___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_p...
___________

Muzyka:
Sebastian Forslund - Waking up the street


Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2018-12-13T11:26:44Z,4723,56,94511,456
dVbntDDpDMI,✈ Najmniejszy kraj w AFRYCE  [Zwiastun nowej serii] - powered by KAYAK,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/
___________

Seria z Gambii powstała dzięki patronatowi KAYAK.PL 
#globstoryKAYAK 

BARDZO DZIĘKUJĘ za przyjęcie mnie do #KAYAKTravelPro
___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_panel?tab=2&c=UC4ADK57DRGhb6aVOF0Y7GLg
___________

Muzykę w tym zwiastunie skleiłam z kilku piosenek z banku muzyki dla filmowców... Nie jest niestety ""znajdowalna"". A ja, poza Youtubem i używaniem jej w filmach - nie mam licencji na jej udostępnianie... :(


Sprzęt:
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* DJI Mavic PRO",2018-12-11T19:37:18Z,4442,57,106777,255
DnyLS2Q_6Ao,Jak lepiej kręcić filmy... TELEFONEM.,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_panel?tab=2&c=UC4ADK57DRGhb6aVOF0Y7GLg
___________

Muzyka w filmie pochodzi z banku muzyki dla filmowców. Jeśli nie jest podpisana - oznacza to, że jej tytuł był w stylu ""Earth sound 7"" albo ""World ambient bla bla"".


Sprzęt:
HTC U12+

Dziękuję za pomoc:
Martyna - https://www.facebook.com/vivalageorgia1/
Mike - https://www.youtube.com/c/DreamBigPoland/",2018-10-10T15:28:12Z,4791,53,107620,402
Ou3wQWE1ivI,Sprzęt do zadań specjalnych - czym teraz kręcę filmy?,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

___________

Mój sprzęt:

* HTC U12+
* Lumix GH5
* Leica 8-18 mm 2,8f - 4f
* Leica 100-400 mm 4f - 6,3f
* Leica 42,5 mm 1,2f
* Zuiko 12-40 mm 2,8f PRO
* Mavic Pro ➡ https://ars-online.pl/dji-mavic-pro-platinum-combo.html
* WD My passport Wireless PRO",2018-09-03T20:04:33Z,2506,60,65132,293
bTLMN1OhbNQ,"Trochę dziwnie, trochę strasznie... W tej Rumunii.","Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_panel?tab=2&c=UC4ADK57DRGhb6aVOF0Y7GLg
___________

Muzyka w filmie pochodzi z banku muzyki dla filmowców. Jeśli nie jest podpisana - oznacza to, że jej tytuł był w stylu ""Earth sound 7"" albo ""World ambient bla bla"".


Sprzęt:
Lumix GH5
Leica 8-18 mm 2,8f - 4f
Leica 100-400 mm 4f - 6,3f
Leica 42,5 mm 1,2f
Zuiko 12-40 mm 2,8f PRO
Mavic Pro

❤  Obejmij świat z DJI ARS (ars-online.pl)
Dziękuję za wsparcie w kupnie drona!
➡ https://ars-online.pl/dji-mavic-pro-platinum-combo.html
Bardzo ich polecam!",2018-08-17T08:32:26Z,9121,237,307914,721
n6kquNVQrcg,Co słychać w Rumunii?,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_panel?tab=2&c=UC4ADK57DRGhb6aVOF0Y7GLg
___________

Muzyka w filmie pochodzi z banku muzyki dla filmowców. Jeśli nie jest podpisana - oznacza to, że jej tytuł był w stylu ""Earth sound 7"" albo ""World ambient bla bla"".


Sprzęt:
Lumix GH5
Leica 8-18 mm 2,8f - 4f
Leica 100-400 mm 4f - 6,3f
Leica 42,5 mm 1,2f
Zuiko 12-40 mm 2,8f PRO
Mavic Pro

❤  Obejmij świat z DJI ARS (ars-online.pl)
Dziękuję za wsparcie w kupnie drona!
➡ https://ars-online.pl/dji-mavic-pro-platinum-combo.html
Bardzo ich polecam!",2018-07-24T17:28:11Z,10769,271,401775,912
OaKWTPWJltE,Q&A - Czy mam już dość podróżowania i moje prywatne życie,"Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

______________


00:49 Jak godzisz introwertyzm z przebywaniem wśród ludzi?
02:37 Czy czujesz wypalenie, czy podróże wciąż dają Ci radość?
05:10 Czy zdarzyło Ci się otrzeć o depresję?
06:12 Jak wyglądają Twoje wakacje?
07:12 Czy myślisz o założeniu rodziny? Czy jesteś w związku?
09:22 Czy zrobisz film o dzieciach z różnych krajów?
11:04 Czy musiałaś z czegoś rezygnować, by żyć takim życiem?
12:10 Czy męczy Cię łączenie pasji z pracą?
13:13 Jaką chciałabyś mieć supermoc?
13:20 Jakie cechy cenisz w ludziach?
13:30 Jakiej muzyki słuchasz?
14:00 Czy spełniasz się w tym co robisz, czy planujesz dalszą karierę?
15:20 Czy planujesz podróże samochodem?
15:58 Najprzyjemniejsze i najmniej przyjemne aspekty podróżowania?
16:20 Na jaką chorobę tarczycy chorujesz?
17:58 Czy podejmiesz się dłuższych form filmowych?
19:13 Czy denerwują Cię pytania o życie prywatne?
19:45 Jak to robisz, że zawsze jesteś uśmiechnięta?
22:07 Gdybyś mogła podróżować lub być z rodziną - co byś wybrała?
22:29 Co z obiecanymi tutorialami zdjęciowymi? Plany na przyszłość?
23:13 Czemu tak często wybierasz Azję?
23:49 Czy planujesz wydać płytę?
24:02 Bardziej ciekawi Cię przeszłość czy przyszłość?
24:40 Jak sobie radzisz z zaczepianiem w podróży?
25:22 Czy zdarza Ci się płakać?
26:22 Ulubiona bajka z dzieciństwa?
27:10 Czy chcesz mieć program w TV?
28:20 Co robisz kiedy nie jesteś w podróży?
29:19 Co oglądasz na Youtube?
31:25 Czy odczuwasz niechęć wobec Polaków w podróży?
32:10 Czy będą filmy o Turcji?
32:28 Czy wydasz własną książkę?
33:10 Czy godziny podróżowania Cię męczą/nudzą?
33:46 Czy Youtube Cię zmienił?",2018-06-20T00:38:29Z,5482,161,198517,675
5qhW-ve80cY,Muzyka z vlogów,"WAŻNE!


Dostaję masę zapytań o muzykę z vlogów. Niektórych nie możecie znaleźć, Shazzam wysiada… Bardzo chciałabym Wam ją udostępnić, bo do vlogów zwykle ją przycinam mocno, miksuję więc ciężko tego słuchać odpalając moje filmy..

Są jednak 2 problemy:
1. Nie przechowuję elektrośmieci. Tzn. Surówki, muzyka, efekty starych filmów - poszły w przepaść. Teraz mi głupio, że nie pomyślałam o lepszej dokumentacji i zapisywaniu sobie nazw wszystkich utworów.
2. Korzystam z banku muzyki dla filmowców.

To drugie oznacza to, że nie mam licencji na rozpowszechnianie audio więc udostępnienie playlisty, albo mp3 to konflikt z prawem.

Aaaaaaaaale mogę ją wykorzystywać do filmów :-D

Pomyślałam więc, że wrzucę muzę do „filmu”, który może sobie po prostu grać w tle do pracy/zmywania/whatever. Opcjonalnie wrzuciłam losowe ujęcia z drona - potraktujcie je jako ewentualną opcję rzutnikową. Taki screensaver, żeby po prostu nie było czarno. Ujęcia z drona = wygaszacz a la kominek. 

Nie są to wszystkie utwory, które wykorzystałam we vlogach… Nie wszystkie potrafię odnaleźć.  Ale jeśli pomysł się Wam spodoba - w przyszłości poszperam i zrobimy Globstory Playlist -  VOL 2. ;-)


PLAYLISTA:

0:11 ROOFTOP - Birgensson Lundberg („Jak Polacy zmienili przyszłość człowieka na końcu świata”)
4:41 HEADLIGHTS - Sven Karlsson („Wehikuł czasu nazywa się Kirgistan”)
8:27 DROPDOWN - Sven Karlsson („Jak Polacy zmienili przyszłość człowieka na końcu świata”)
11:16 LOVE FOR THE OCEAN - Martin Hall („Amerykańskie samochody na Kubie”)
14:21 WALKING UP THE STREETS - Slide Reveal („Amerykańskie samochody na Kubie”)
17:16 COUNTING DOLLARS - Sebastian Forslund („Orły, sokoły, herosy”)
20:05 YOUR MAMA TOLD YOU - Myra Grandberg („Jak Polacy zmienili przyszłość człowieka na końcu świata”)
24:05 NOW WE DO IT AGAIN - Martin Hall („Podróże dla spłukanych i zapracowanych”)
28:16 PUT THE PLACE UP - Niklass Gustavsson („Pogapmy się na ludzi - Bangkok”)
32:13 ALWAYS ALWAYS - Niklass Gustavsson („Ucieczka z krainy Osz”)
36:25 THE WIND - Martin Hall („O L(a)osie”)


❤  Obejmij świat z DJI ARS (ars-online.pl)
Dziękuję za wsparcie w kupnie drona!
➡ https://ars-online.pl/dji-mavic-pro-platinum-combo.html
Bardzo ich polecam!",2018-06-10T21:06:50Z,2660,84,142628,173
pHT-S3NEkDw,"✈ Orły, sokoły, herosy ;-)","Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_cs_panel?tab=2&c=UC4ADK57DRGhb6aVOF0Y7GLg
___________

Muzyka w filmie pochodzi z banku muzyki dla filmowców. Jeśli nie jest podpisana - oznacza to, że jej tytuł był w stylu ""Earth sound 7"" albo ""World ambient bla bla"".

Suzia - dziękuję za muzę :D
Pocztówki do Polski - by Suzia
https://www.youtube.com/watch?v=Alf2OXBlmx0

Sprzęt:
Lumix GH5
Zuiko 12-40 mm 2,8f PRO
Zuiko 45 mm
Mavic Pro

❤  Obejmij świat z DJI ARS (ars-online.pl)
Dziękuję za wsparcie w kupnie drona!
➡ https://ars-online.pl/dji-mavic-pro-platinum-combo.html
Bardzo ich polecam!",2018-06-03T17:49:01Z,8358,111,190405,695
nuqERzlMTNQ,✈ Ucieczka z krainy Osz,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_video?v=nuqERzlMTNQ&ref=share
___________

Muzyka w filmie pochodzi z banku muzyki dla filmowców. Jeśli nie jest podpisana - oznacza to, że jej tytuł był w stylu ""Earth sound 7"" albo ""World ambient bla bla"".

Sprzęt:
Lumix GH5
Zuiko 14-40 mm 1,8f PRO
Zuiko 45 mm
Mavic Pro

❤  Obejmij świat z DJI ARS (ars-online.pl)
Dziękuję za wsparcie w kupnie drona!
➡ https://ars-online.pl/dji-mavic-pro-platinum-combo.html
Bardzo ich polecam!",2018-05-13T13:11:36Z,11224,113,263854,1001
NEQD4jKKKoY,✈ Wehikuł czasu nazywa się Kirgistan,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

___________

Mówisz w jakimś języku obcym? :-) Będzie mi bardzo miło jeśli zechcesz dodać napisy do tego filmu.
Tutaj możesz to zrobić: http://www.youtube.com/timedtext_video?v=NEQD4jKKKoY&ref=share
___________

Muzyka w filmie pochodzi z banku muzyki dla filmowców. Jeśli nie jest podpisana - oznacza to, że jej tytuł był w stylu ""Earth sound 7"" albo ""World ambient bla bla"".

Sprzęt:
Lumix GH5
Zuiko 14-40 mm 1,8f PRO
Zuiko 45 mm
Mavic Pro

❤  Obejmij świat z DJI ARS (ars-online.pl)
Dziękuję za wsparcie w kupnie drona!
➡ https://ars-online.pl/dji-mavic-pro-platinum-combo.html
Bardzo ich polecam!",2018-05-05T18:31:57Z,12244,187,365759,1085
zyfZ2aN9hjM,✈ Pogapmy się na ludzi [odc. 8 OSH - Kirgistan] ENG SUBS,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory

------

Muzyka z filmu:
(zmiksowane 2 kawałki)
You're In Trouble Deep - Anders Bothén
oraz remix tegoż utworu",2018-05-04T06:45:11Z,3566,22,62076,288
